employee_id,company_id,country,industry,company_size,employment_type,role,years_experience,years_at_company,remote_ratio,total_comp_usd
E218691,C051,FR,E-commerce,Mid,Full-time,QA Engineer,8,8,100,79788.04
E218692,C041,IN,Cybersecurity,Startup,Full-time,ML Engineer,1,1,0,32189.45
E218693,C044,US,AI,Enterprise,Full-time,ML Engineer,13,1,75,267684.0
E218694,C060,NL,Cloud,Enterprise,Full-time,Senior Software Engineer,11,7,75,167368.48
E218695,C034,US,Telecom,Enterprise,Full-time,DevOps Engineer,17,1,50,264434.0
E218696,C015,US,EdTech,Enterprise,Contract,Software Engineer,8,1,75,156312.0
E218697,C061,US,Cybersecurity,Large,Contract,DevOps Engineer,0,0,100,138464.0
E218698,C010,CA,Telecom,Large,Full-time,Senior Software Engineer,9,7,0,130338.97
E218699,C053,SG,Telecom,Startup,Full-time,Product Manager,16,9,100,238750.37
E218700,C036,NL,Telecom,Large,Full-time,Security Engineer,20,5,50,232209.78
E218701,C031,CA,FinTech,Startup,Full-time,Data Scientist,13,3,50,122030.15
E218702,C082,AE,Gaming,Mid,Full-time,Data Engineer,8,3,0,105757.22
E218703,C096,US,Gaming,Large,Contract,ML Engineer,4,3,75,166967.0
E218704,C058,DE,AI,Large,Full-time,ML Engineer,4,4,75,103594.57
E218705,C030,US,EdTech,Mid,Full-time,Data Scientist,3,1,0,166368.0
E218706,C092,US,EdTech,Enterprise,Full-time,Software Engineer,19,10,100,267261.0
E218707,C084,US,Telecom,Enterprise,Full-time,Software Engineer,11,9,0,236156.0
E218708,C038,ES,Telecom,Large,Full-time,ML Engineer,2,2,0,85820.65
E218709,C076,UK,Cloud,Enterprise,Full-time,Data Scientist,19,8,0,193497.47
E218710,C036,SG,Gaming,Mid,Full-time,DevOps Engineer,16,10,100,135225.19
E218711,C079,US,Telecom,Mid,Full-time,Data Scientist,10,10,100,170015.0
E218712,C068,US,EdTech,Startup,Full-time,Data Scientist,11,0,100,216603.0
E218713,C097,NL,Consulting,Mid,Full-time,ML Engineer,15,2,100,133570.65
E218714,C080,US,AI,Large,Full-time,DevOps Engineer,7,2,0,211881.0
E218715,C043,IN,Consulting,Mid,Full-time,Software Engineer,11,5,50,40257.71
E218716,C020,US,Gaming,Startup,Full-time,Software Engineer,7,0,75,163522.0
E218717,C064,SG,Cybersecurity,Large,Full-time,Data Engineer,2,2,25,111657.04
E218718,C026,IN,Gaming,Large,Full-time,Engineering Manager,15,3,100,76833.19
E218719,C071,US,Gaming,Mid,Full-time,Data Scientist,3,3,50,163796.0
E218720,C020,CA,Consulting,Large,Full-time,Software Engineer,13,0,100,151926.47
E218721,C029,ES,HealthTech,Large,Contract,Software Engineer,11,5,100,82436.96
E218722,C031,IN,Cybersecurity,Large,Full-time,Software Engineer,19,9,0,36537.67
E218723,C076,DE,Consulting,Mid,Full-time,ML Engineer,19,8,50,120233.7
E218724,C013,FR,FinTech,Mid,Contract,Software Engineer,11,9,75,67271.74
E218725,C086,UK,Consulting,Mid,Full-time,Data Scientist,13,0,25,131615.19
E218726,C095,FR,Cybersecurity,Mid,Full-time,QA Engineer,11,8,100,84338.04
E218727,C030,DE,Consulting,Mid,Full-time,Data Scientist,7,5,100,84600.0
E218728,C098,FR,Gaming,Mid,Full-time,Engineering Manager,6,1,50,181583.7
E218729,C002,AE,Gaming,Large,Full-time,QA Engineer,0,0,0,103378.47
E218730,C075,ES,AI,Mid,Full-time,Senior Software Engineer,15,9,0,60928.26
E218731,C049,DE,Telecom,Large,Full-time,Software Engineer,2,2,75,128984.78
E218732,C069,ES,Cloud,Large,Contract,QA Engineer,8,8,25,38154.35
E218733,C090,SG,EdTech,Startup,Contract,Data Scientist,10,6,25,83892.59
E218734,C020,IN,EdTech,Enterprise,Full-time,DevOps Engineer,18,0,0,58084.19
E218735,C044,FR,Telecom,Large,Full-time,Software Engineer,14,7,75,89454.35
E218736,C016,ES,Gaming,Startup,Full-time,Software Engineer,10,10,100,69007.61
E218737,C096,US,Consulting,Mid,Full-time,ML Engineer,12,10,100,271009.0
E218738,C009,IN,Gaming,Large,Full-time,ML Engineer,6,0,0,35852.3
E218739,C022,IN,Cybersecurity,Enterprise,Full-time,Software Engineer,10,9,0,29634.4
E218740,C010,DE,HealthTech,Mid,Full-time,Senior Software Engineer,16,8,0,149403.26
E218741,C071,SG,EdTech,Mid,Full-time,Product Manager,9,2,100,254719.26
E218742,C060,UK,FinTech,Large,Full-time,Software Engineer,7,7,0,131458.23
E218743,C003,UK,E-commerce,Large,Full-time,Software Engineer,15,10,50,113296.2
E218744,C014,ES,FinTech,Large,Full-time,Software Engineer,20,8,100,101135.87
E218745,C007,IN,AI,Startup,Full-time,Data Scientist,17,2,0,48092.53
E218746,C091,DE,HealthTech,Enterprise,Contract,ML Engineer,7,2,100,70225.0
E218747,C016,NL,Cybersecurity,Enterprise,Full-time,Senior Software Engineer,20,6,100,203877.17
E218748,C039,US,Consulting,Large,Full-time,Product Manager,7,6,25,224426.0
E218749,C050,DE,E-commerce,Mid,Full-time,DevOps Engineer,6,2,0,106747.83
E218750,C004,UK,AI,Mid,Full-time,Data Engineer,10,9,0,114808.86
E218751,C080,IN,Cloud,Large,Full-time,Senior Software Engineer,2,2,100,36247.31
E218752,C090,SG,EdTech,Large,Full-time,ML Engineer,4,4,50,111970.37
E218753,C073,CA,AI,Enterprise,Full-time,Data Scientist,11,10,50,188263.97
E218754,C090,CA,Telecom,Enterprise,Full-time,QA Engineer,17,8,100,92170.59
E218755,C059,AE,HealthTech,Mid,Full-time,Software Engineer,0,0,100,110626.98
E218756,C016,FR,AI,Mid,Full-time,Data Scientist,19,1,25,91282.61
E218757,C064,IN,HealthTech,Startup,Full-time,QA Engineer,7,1,50,30031.59
E218758,C080,CA,FinTech,Mid,Full-time,DevOps Engineer,16,1,75,182022.79
E218759,C079,IN,AI,Mid,Full-time,Senior Software Engineer,20,10,50,61354.6
E218760,C021,IN,E-commerce,Large,Full-time,QA Engineer,10,6,0,36687.0
E218761,C021,US,AI,Large,Full-time,Senior Software Engineer,16,3,0,319923.0
E218762,C025,UK,Cloud,Mid,Full-time,Software Engineer,3,0,50,80631.65
E218763,C040,NL,Consulting,Startup,Full-time,Data Engineer,20,3,100,186136.96
E218764,C030,FR,FinTech,Mid,Full-time,ML Engineer,18,4,50,122638.04
E218765,C007,CA,Cloud,Large,Full-time,Senior Software Engineer,14,2,0,201725.0
E218766,C068,IN,E-commerce,Large,Full-time,Data Engineer,13,4,100,41548.34
E218767,C063,DE,Gaming,Mid,Full-time,Security Engineer,5,5,50,127313.04
E218768,C031,SG,Cybersecurity,Large,Full-time,Data Scientist,17,5,75,150300.74
E218769,C020,US,E-commerce,Enterprise,Full-time,Software Engineer,18,2,50,263638.0
E218770,C014,IN,Gaming,Startup,Full-time,Product Manager,19,5,0,46967.75
E218771,C047,IN,HealthTech,Mid,Full-time,Software Engineer,5,2,100,33424.71
E218772,C023,UK,Gaming,Mid,Full-time,DevOps Engineer,3,3,100,147341.77
E218773,C081,US,Cloud,Large,Full-time,Software Engineer,10,5,0,196857.0
E218774,C003,US,HealthTech,Startup,Full-time,Product Manager,1,1,75,136820.0
E218775,C045,FR,Cloud,Mid,Full-time,Security Engineer,20,3,25,99165.22
E218776,C005,DE,Consulting,Large,Full-time,Engineering Manager,0,0,0,162953.26
E218777,C100,US,Cloud,Mid,Full-time,ML Engineer,7,7,100,189043.0
E218778,C099,NL,AI,Startup,Contract,Data Scientist,19,4,100,97118.48
E218779,C096,CA,AI,Large,Full-time,Senior Software Engineer,3,3,100,176088.97
E218780,C035,US,EdTech,Enterprise,Full-time,ML Engineer,7,0,50,292250.0
E218781,C052,IN,AI,Mid,Full-time,Senior Software Engineer,2,2,50,50654.8
E218782,C072,SG,Consulting,Startup,Full-time,DevOps Engineer,20,3,100,99637.04
E218783,C001,IN,E-commerce,Mid,Full-time,Software Engineer,4,4,50,26279.2
E218784,C075,ES,AI,Enterprise,Full-time,Security Engineer,15,4,0,78513.04
E218785,C004,IN,HealthTech,Startup,Full-time,Product Manager,12,0,100,41345.11
E218786,C050,AE,EdTech,Mid,Full-time,Senior Software Engineer,12,5,100,173903.27
E218787,C019,NL,Cloud,Large,Full-time,DevOps Engineer,13,6,100,167493.48
E218788,C087,ES,Consulting,Large,Full-time,Software Engineer,15,5,25,97794.57
E218789,C056,FR,EdTech,Mid,Full-time,DevOps Engineer,13,9,100,131717.39
E218790,C062,DE,Consulting,Large,Full-time,Software Engineer,8,8,50,145870.65
E218791,C059,FR,Consulting,Mid,Full-time,Engineering Manager,18,3,100,161376.09
E218792,C091,IN,Gaming,Mid,Full-time,Software Engineer,12,7,50,27437.3
E218793,C040,NL,FinTech,Mid,Full-time,Data Engineer,0,0,50,107704.35
E218794,C060,IN,Gaming,Mid,Full-time,Senior Software Engineer,3,1,50,61253.08
E218795,C030,IN,HealthTech,Mid,Full-time,QA Engineer,1,0,50,13917.84
E218796,C007,DE,Telecom,Mid,Full-time,Data Engineer,0,0,100,102569.57
E218797,C024,SG,FinTech,Large,Full-time,Data Engineer,20,2,0,140717.78
E218798,C019,NL,EdTech,Large,Full-time,Senior Software Engineer,8,1,75,124181.52
E218799,C002,US,EdTech,Enterprise,Full-time,ML Engineer,18,0,100,295346.0
E218800,C039,CA,FinTech,Startup,Full-time,QA Engineer,1,0,25,87369.12
E218801,C062,UK,Consulting,Startup,Full-time,QA Engineer,8,2,50,126369.62
E218802,C091,US,Cloud,Mid,Full-time,Software Engineer,2,2,75,129187.0
E218803,C004,FR,Cybersecurity,Large,Full-time,Engineering Manager,10,8,0,164471.74
E218804,C090,US,FinTech,Mid,Full-time,QA Engineer,11,5,100,106618.0
E218805,C024,UK,Gaming,Large,Full-time,Security Engineer,4,4,25,220622.78
E218806,C040,CA,Cloud,Startup,Full-time,Senior Software Engineer,11,8,75,184796.32
E218807,C055,SG,Consulting,Startup,Contract,Senior Software Engineer,9,3,75,125270.37
E218808,C023,DE,HealthTech,Mid,Full-time,Product Manager,10,5,75,105781.52
E218809,C022,IN,E-commerce,Startup,Full-time,Software Engineer,17,5,25,43574.94
E218810,C033,SG,EdTech,Enterprise,Full-time,DevOps Engineer,11,9,0,107329.63
E218811,C005,IN,HealthTech,Mid,Full-time,Data Scientist,4,2,0,41794.05
E218812,C052,US,FinTech,Large,Full-time,Engineering Manager,2,1,50,302285.0
E218813,C035,CA,Consulting,Enterprise,Contract,ML Engineer,4,4,100,110219.12
E218814,C032,IN,Cloud,Startup,Full-time,Software Engineer,18,8,100,38881.28
E218815,C086,IN,FinTech,Mid,Full-time,QA Engineer,11,7,75,47712.58
E218816,C007,US,AI,Startup,Contract,Software Engineer,7,2,0,239415.0
E218817,C099,FR,Consulting,Mid,Full-time,Senior Software Engineer,8,4,100,92019.57
E218818,C092,CA,Cybersecurity,Mid,Full-time,ML Engineer,13,8,75,134963.24
E218819,C049,CA,Telecom,Mid,Full-time,ML Engineer,17,9,100,161097.79
E218820,C067,ES,Cybersecurity,Mid,Full-time,Product Manager,2,1,50,58495.65
E218821,C048,ES,AI,Enterprise,Full-time,Product Manager,10,6,75,140247.83
E218822,C084,ES,FinTech,Mid,Contract,Software Engineer,18,8,100,86368.48
E218823,C011,IN,FinTech,Mid,Full-time,DevOps Engineer,18,6,100,61217.8
E218824,C014,CA,Telecom,Enterprise,Full-time,Software Engineer,9,5,0,124890.44
E218825,C063,IN,AI,Mid,Full-time,Software Engineer,14,0,50,55764.87
E218826,C063,UK,AI,Enterprise,Full-time,Data Scientist,2,1,75,152291.14
E218827,C094,FR,E-commerce,Startup,Contract,Software Engineer,5,5,100,82695.65
E218828,C046,AE,Cloud,Enterprise,Full-time,Security Engineer,14,7,100,219135.97
E218829,C056,FR,Telecom,Enterprise,Full-time,Software Engineer,11,8,50,186991.3
E218830,C077,FR,Consulting,Mid,Full-time,ML Engineer,10,8,50,94736.96
E218831,C041,US,EdTech,Large,Full-time,Product Manager,2,2,100,204407.0
E218832,C087,DE,Cloud,Mid,Full-time,ML Engineer,5,5,100,115429.35
E218833,C020,UK,AI,Large,Full-time,Product Manager,6,6,25,241878.48
E218834,C013,SG,HealthTech,Mid,Full-time,QA Engineer,3,3,100,81237.78
E218835,C033,ES,Cloud,Mid,Full-time,Product Manager,20,2,0,95576.09
E218836,C064,ES,EdTech,Large,Full-time,Product Manager,6,0,0,53919.57
E218837,C043,US,FinTech,Large,Full-time,Software Engineer,14,1,100,173153.0
E218838,C046,UK,Gaming,Enterprise,Full-time,Software Engineer,2,2,75,81654.43
E218839,C005,UK,FinTech,Enterprise,Full-time,Data Engineer,9,1,100,238626.58
E218840,C048,UK,AI,Mid,Full-time,Software Engineer,10,4,0,211086.08
E218841,C098,UK,Consulting,Large,Full-time,Senior Software Engineer,20,2,0,268424.05
E218842,C041,ES,E-commerce,Startup,Full-time,Data Scientist,2,2,75,55603.26
E218843,C023,UK,FinTech,Large,Full-time,Senior Software Engineer,7,7,100,169045.57
E218844,C004,DE,Consulting,Large,Full-time,Software Engineer,20,7,50,128596.74
E218845,C098,US,Cloud,Mid,Full-time,Senior Software Engineer,8,3,0,178677.0
E218846,C031,SG,E-commerce,Enterprise,Contract,QA Engineer,18,5,25,86540.0
E218847,C019,ES,Gaming,Startup,Full-time,Engineering Manager,5,5,25,108855.43
E218848,C087,IN,Cloud,Mid,Full-time,Security Engineer,8,6,100,41979.59
E218849,C002,DE,EdTech,Startup,Full-time,Product Manager,17,9,100,144457.61
E218850,C067,FR,EdTech,Startup,Full-time,Software Engineer,20,1,50,90177.17
E218851,C032,US,FinTech,Mid,Full-time,Security Engineer,7,2,100,252614.0
E218852,C081,IN,Cybersecurity,Startup,Full-time,Senior Software Engineer,0,0,75,48532.48
E218853,C037,US,FinTech,Enterprise,Full-time,Senior Software Engineer,7,6,100,272437.0
E218854,C043,US,Cloud,Startup,Full-time,Data Scientist,9,9,75,152307.0
E218855,C031,DE,Gaming,Startup,Full-time,Data Engineer,14,2,75,131821.74
E218856,C088,US,Cloud,Enterprise,Full-time,Senior Software Engineer,13,3,75,198447.0
E218857,C090,CA,Cybersecurity,Mid,Full-time,Security Engineer,4,4,75,170739.71
E218858,C066,US,E-commerce,Startup,Contract,Engineering Manager,10,1,100,257619.0
E218859,C080,IN,EdTech,Mid,Full-time,Data Engineer,16,0,0,57699.33
E218860,C089,CA,Gaming,Enterprise,Full-time,Engineering Manager,11,10,0,225156.62
E218861,C014,IN,AI,Enterprise,Full-time,Senior Software Engineer,2,2,0,47383.19
E218862,C047,NL,Cloud,Mid,Contract,Engineering Manager,0,0,100,64979.35
E218863,C058,US,E-commerce,Startup,Full-time,QA Engineer,1,1,25,97873.0
E218864,C069,US,Gaming,Startup,Full-time,Software Engineer,18,7,100,181624.0
E218865,C079,IN,Telecom,Mid,Full-time,Software Engineer,4,4,50,26975.89
E218866,C020,NL,Gaming,Startup,Full-time,Software Engineer,19,7,100,154770.65
E218867,C003,CA,Gaming,Mid,Full-time,Software Engineer,2,2,50,76364.71
E218868,C037,DE,E-commerce,Mid,Full-time,Senior Software Engineer,13,6,100,144755.43
E218869,C049,SG,Consulting,Enterprise,Full-time,Engineering Manager,6,6,100,199100.0
E218870,C016,ES,FinTech,Enterprise,Contract,Product Manager,1,1,50,102323.91
E218871,C086,DE,EdTech,Mid,Full-time,Engineering Manager,20,9,0,210228.26
E218872,C021,US,Gaming,Enterprise,Full-time,QA Engineer,5,0,50,195616.0
E218873,C014,US,AI,Mid,Contract,Senior Software Engineer,16,4,50,166020.0
E218874,C041,FR,Consulting,Large,Full-time,Senior Software Engineer,0,0,0,94615.22
E218875,C022,IN,Cloud,Large,Full-time,DevOps Engineer,0,0,50,35174.96
E218876,C041,US,FinTech,Mid,Full-time,Senior Software Engineer,5,5,100,162806.0
E218877,C046,NL,AI,Startup,Full-time,Security Engineer,5,5,0,67160.87
E218878,C086,NL,E-commerce,Startup,Full-time,ML Engineer,17,0,100,205318.48
E218879,C013,IN,Cloud,Enterprise,Contract,Software Engineer,19,9,0,59340.27
E218880,C048,IN,AI,Startup,Full-time,Data Engineer,3,3,0,51741.81
E218881,C008,FR,AI,Mid,Full-time,Product Manager,16,1,50,154758.7
E218882,C015,SG,E-commerce,Enterprise,Full-time,Product Manager,13,7,100,258438.52
E218883,C013,IN,E-commerce,Enterprise,Full-time,Senior Software Engineer,6,5,0,54307.36
E218884,C096,FR,EdTech,Large,Full-time,QA Engineer,5,0,50,67110.87
E218885,C006,IN,HealthTech,Enterprise,Full-time,Software Engineer,18,3,75,33030.55
E218886,C030,US,HealthTech,Enterprise,Full-time,Data Engineer,1,1,100,202675.0
E218887,C030,DE,Cybersecurity,Large,Full-time,Data Scientist,15,8,100,141907.61
E218888,C022,IN,AI,Large,Full-time,Senior Software Engineer,15,6,0,63000.69
E218889,C096,CA,AI,Large,Full-time,Senior Software Engineer,5,5,100,118681.62
E218890,C100,UK,Gaming,Mid,Contract,Senior Software Engineer,7,6,50,95026.58
E218891,C029,UK,AI,Large,Full-time,Software Engineer,8,4,100,166972.15
E218892,C058,US,Cybersecurity,Enterprise,Contract,ML Engineer,16,9,50,181402.0
E218893,C005,ES,Cybersecurity,Large,Full-time,Software Engineer,13,4,75,94647.83
E218894,C020,CA,AI,Large,Full-time,Data Engineer,7,0,0,109399.26
E218895,C098,SG,E-commerce,Mid,Full-time,QA Engineer,12,7,100,91520.0
E218896,C041,US,Cloud,Enterprise,Full-time,Software Engineer,7,1,0,180602.0
E218897,C098,US,FinTech,Enterprise,Full-time,ML Engineer,17,3,50,283442.0
E218898,C027,NL,EdTech,Startup,Full-time,Engineering Manager,17,9,50,251884.78
E218899,C084,FR,Cloud,Mid,Full-time,DevOps Engineer,18,1,75,114893.48
E218900,C042,US,Telecom,Mid,Full-time,QA Engineer,13,3,100,211089.0
E218901,C014,IN,Cybersecurity,Mid,Full-time,QA Engineer,6,2,0,31083.87
E218902,C051,IN,Gaming,Mid,Full-time,Product Manager,13,2,100,61593.24
E218903,C059,NL,Cybersecurity,Enterprise,Full-time,Product Manager,9,1,100,153177.17
E218904,C061,IN,E-commerce,Large,Full-time,QA Engineer,16,8,100,40988.23
E218905,C034,US,Cybersecurity,Large,Full-time,Security Engineer,14,1,50,228013.0
E218906,C027,ES,EdTech,Enterprise,Full-time,ML Engineer,12,6,0,148958.7
E218907,C014,IN,Cybersecurity,Mid,Full-time,Software Engineer,14,0,50,42917.81
E218908,C016,IN,Telecom,Enterprise,Contract,Product Manager,8,5,50,45455.65
E218909,C003,US,E-commerce,Large,Full-time,ML Engineer,3,3,0,214351.0
E218910,C054,IN,Cloud,Large,Full-time,Senior Software Engineer,13,8,100,43375.83
E218911,C049,DE,Cybersecurity,Mid,Full-time,Senior Software Engineer,18,3,100,227265.22
E218912,C062,UK,Cloud,Large,Full-time,Software Engineer,12,7,100,170069.62
E218913,C009,US,AI,Enterprise,Full-time,Software Engineer,10,10,100,132455.0
E218914,C014,IN,Telecom,Large,Contract,Data Engineer,11,2,50,39149.82
E218915,C067,FR,EdTech,Large,Full-time,QA Engineer,7,2,25,79463.04
E218916,C052,IN,Gaming,Mid,Full-time,Senior Software Engineer,7,1,0,37216.22
E218917,C094,DE,Telecom,Enterprise,Full-time,Data Engineer,6,5,100,263245.65
E218918,C096,CA,EdTech,Startup,Full-time,Software Engineer,10,9,25,160068.38
E218919,C093,US,FinTech,Large,Full-time,Security Engineer,16,9,100,279352.0
E218920,C032,US,Cybersecurity,Large,Full-time,ML Engineer,10,9,100,247430.0
E218921,C053,UK,E-commerce,Large,Full-time,Data Engineer,5,5,50,154210.13
E218922,C014,US,E-commerce,Large,Full-time,Senior Software Engineer,14,3,0,404988.0
E218923,C097,FR,Cloud,Mid,Contract,Engineering Manager,15,7,100,173745.65
E218924,C047,US,Telecom,Mid,Full-time,QA Engineer,8,6,100,114690.0
E218925,C098,US,E-commerce,Enterprise,Full-time,Software Engineer,14,5,50,309550.0
E218926,C045,DE,E-commerce,Large,Full-time,Software Engineer,8,8,100,125983.7
E218927,C092,US,Cybersecurity,Enterprise,Full-time,Product Manager,5,5,100,200209.0
E218928,C050,ES,Gaming,Enterprise,Contract,QA Engineer,9,9,0,50725.0
E218929,C020,IN,Cloud,Enterprise,Full-time,Data Scientist,12,4,100,54884.39
E218930,C026,US,AI,Mid,Full-time,Software Engineer,17,3,50,214751.0
E218931,C008,US,Cloud,Mid,Full-time,Software Engineer,3,3,75,160496.0
E218932,C070,US,Consulting,Enterprise,Full-time,Senior Software Engineer,14,4,50,320415.0
E218933,C073,DE,FinTech,Startup,Full-time,Data Engineer,18,4,100,246298.91
E218934,C020,IN,Telecom,Large,Full-time,DevOps Engineer,16,4,25,38279.6
E218935,C006,CA,HealthTech,Startup,Full-time,Senior Software Engineer,16,7,100,113394.12
E218936,C081,SG,Cloud,Startup,Full-time,Engineering Manager,17,0,100,253316.3
E218937,C017,DE,Gaming,Mid,Full-time,Senior Software Engineer,6,4,100,107902.17
E218938,C010,FR,FinTech,Mid,Full-time,DevOps Engineer,4,4,50,55293.48
E218939,C036,SG,E-commerce,Enterprise,Full-time,Software Engineer,5,5,50,143948.15
E218940,C100,US,Telecom,Large,Full-time,Product Manager,18,2,100,239705.0
E218941,C077,UK,EdTech,Enterprise,Full-time,Software Engineer,1,1,100,113345.57
E218942,C019,ES,Cloud,Large,Full-time,DevOps Engineer,12,1,100,92092.39
E218943,C040,NL,Cloud,Large,Full-time,Senior Software Engineer,8,4,0,123273.91
E218944,C095,FR,Telecom,Large,Full-time,Engineering Manager,7,5,75,107626.09
E218945,C093,US,EdTech,Mid,Full-time,Data Scientist,17,10,0,183854.0
E218946,C040,ES,Cloud,Mid,Full-time,Senior Software Engineer,14,3,25,93407.61
E218947,C068,NL,Cybersecurity,Enterprise,Full-time,Data Engineer,13,5,75,138736.96
E218948,C041,DE,HealthTech,Mid,Full-time,Product Manager,1,1,100,109170.65
E218949,C025,IN,EdTech,Large,Full-time,QA Engineer,8,8,100,30647.63
E218950,C087,US,Telecom,Large,Full-time,QA Engineer,1,1,100,119436.0
E218951,C030,IN,Telecom,Mid,Full-time,Product Manager,20,2,75,54357.52
E218952,C003,US,Consulting,Large,Full-time,Senior Software Engineer,11,8,100,193310.0
E218953,C064,US,Cybersecurity,Enterprise,Full-time,Security Engineer,0,0,50,124828.0
E218954,C026,DE,E-commerce,Mid,Full-time,QA Engineer,18,4,50,109371.74
E218955,C043,AE,Cloud,Large,Contract,Software Engineer,17,9,100,140009.81
E218956,C009,IN,AI,Large,Full-time,Software Engineer,17,10,100,48797.82
E218957,C077,UK,Telecom,Mid,Full-time,Security Engineer,15,6,0,191111.39
E218958,C098,US,Telecom,Enterprise,Full-time,Data Scientist,11,6,100,245084.0
E218959,C029,ES,EdTech,Mid,Full-time,Software Engineer,11,5,100,69867.39
E218960,C063,US,HealthTech,Mid,Full-time,Senior Software Engineer,13,6,100,275171.0
E218961,C033,IN,Cybersecurity,Large,Full-time,Senior Software Engineer,15,10,0,54287.59
E218962,C048,AE,Telecom,Large,Full-time,Data Scientist,10,1,50,132940.6
E218963,C045,ES,Cloud,Mid,Full-time,Data Scientist,10,5,100,62028.26
E218964,C039,AE,Consulting,Enterprise,Full-time,Product Manager,11,5,25,192567.03
E218965,C018,FR,HealthTech,Mid,Full-time,Engineering Manager,13,1,100,132675.0
E218966,C087,US,FinTech,Large,Full-time,Engineering Manager,15,0,100,294085.0
E218967,C050,US,E-commerce,Large,Full-time,Security Engineer,17,3,0,239198.0
E218968,C003,IN,EdTech,Mid,Full-time,DevOps Engineer,10,8,50,35134.78
E218969,C096,UK,Telecom,Startup,Full-time,DevOps Engineer,0,0,50,156234.18
E218970,C043,FR,Gaming,Mid,Full-time,Senior Software Engineer,13,8,25,105248.91
E218971,C016,FR,Gaming,Startup,Full-time,QA Engineer,17,2,50,87864.13
E218972,C044,AE,HealthTech,Mid,Full-time,Software Engineer,6,6,100,106665.94
E218973,C054,CA,Telecom,Large,Full-time,Senior Software Engineer,15,8,100,150530.15
E218974,C009,US,Consulting,Large,Full-time,Senior Software Engineer,2,2,100,246169.0
E218975,C030,ES,Gaming,Large,Full-time,Senior Software Engineer,5,5,50,86977.17
E218976,C053,CA,Cloud,Large,Full-time,Data Scientist,12,3,75,150084.56
E218977,C054,US,Gaming,Large,Full-time,Software Engineer,19,4,25,241488.0
E218978,C070,US,HealthTech,Large,Full-time,ML Engineer,9,4,50,219766.0
E218979,C013,UK,Telecom,Large,Contract,Software Engineer,14,3,0,113236.71
E218980,C068,US,HealthTech,Large,Full-time,Product Manager,19,4,100,196898.0
E218981,C069,NL,E-commerce,Enterprise,Full-time,Senior Software Engineer,11,2,0,218801.09
E218982,C081,DE,Telecom,Mid,Full-time,Software Engineer,11,0,0,75723.91
E218983,C017,FR,E-commerce,Large,Full-time,Senior Software Engineer,3,3,50,70595.65
E218984,C034,UK,Cloud,Enterprise,Full-time,Engineering Manager,7,0,50,286653.16
E218985,C024,NL,HealthTech,Startup,Contract,Product Manager,12,9,0,152140.22
E218986,C093,FR,Consulting,Mid,Full-time,QA Engineer,18,6,100,68547.83
E218987,C088,ES,Gaming,Mid,Full-time,Data Engineer,17,7,100,70579.35
E218988,C099,DE,E-commerce,Large,Contract,Data Scientist,2,2,100,88650.0
E218989,C070,DE,Cloud,Mid,Full-time,Data Scientist,1,1,0,138154.35
E218990,C029,FR,AI,Mid,Full-time,DevOps Engineer,18,3,50,88990.22
E218991,C039,SG,HealthTech,Enterprise,Full-time,Senior Software Engineer,3,0,0,169736.3
E218992,C090,UK,Gaming,Large,Full-time,Software Engineer,11,10,75,152768.35
E218993,C098,ES,HealthTech,Mid,Full-time,Engineering Manager,7,5,50,93347.83
E218994,C056,AE,Telecom,Mid,Full-time,Data Scientist,20,1,100,163635.69
E218995,C073,AE,HealthTech,Large,Full-time,Software Engineer,10,0,100,238178.47
E218996,C065,DE,Cloud,Startup,Full-time,Software Engineer,14,5,100,114091.3
E218997,C032,US,Telecom,Mid,Full-time,Data Engineer,14,3,25,299946.0
E218998,C099,CA,AI,Startup,Full-time,Software Engineer,15,3,100,109168.38
E218999,C010,FR,E-commerce,Startup,Contract,Software Engineer,8,8,100,41369.57
E219000,C022,US,FinTech,Mid,Full-time,DevOps Engineer,0,0,75,189388.0
E219001,C088,IN,EdTech,Mid,Full-time,Product Manager,15,10,100,50163.52
E219002,C088,DE,E-commerce,Startup,Contract,DevOps Engineer,12,0,50,85915.22
E219003,C063,UK,Consulting,Enterprise,Full-time,Data Scientist,20,2,25,184681.01
E219004,C059,FR,HealthTech,Large,Contract,Data Scientist,17,2,50,115803.26
E219005,C065,ES,HealthTech,Mid,Full-time,Engineering Manager,11,9,0,107464.13
E219006,C085,NL,HealthTech,Mid,Full-time,ML Engineer,16,4,25,155752.17
E219007,C078,CA,E-commerce,Mid,Full-time,Engineering Manager,15,2,100,178911.03
E219008,C086,US,Telecom,Startup,Full-time,ML Engineer,19,9,50,269998.0
E219009,C042,US,Cloud,Startup,Full-time,Senior Software Engineer,1,1,75,193865.0
E219010,C009,IN,E-commerce,Mid,Contract,Engineering Manager,10,5,100,45377.83
E219011,C043,CA,Telecom,Mid,Full-time,QA Engineer,16,5,25,99511.76
E219012,C042,US,HealthTech,Startup,Full-time,Software Engineer,9,2,100,245509.0
E219013,C069,DE,Consulting,Mid,Full-time,ML Engineer,1,1,50,102773.91
E219014,C061,IN,Telecom,Large,Full-time,Product Manager,3,3,75,63578.13
E219015,C087,US,FinTech,Enterprise,Full-time,Software Engineer,3,3,100,227859.0
E219016,C004,NL,Cybersecurity,Large,Full-time,DevOps Engineer,12,10,0,110190.22
E219017,C100,IN,AI,Startup,Full-time,DevOps Engineer,18,5,100,57082.93
